DO,pH,Conductivity,Turbidity,Ammonia-N,Hardness,Sulphate,TDS,Date,WQI
2.2,7.6,1139.0,12.0,1.14,280.0,76.0,694.0,2022-09-01,144.5881904761905
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
5.6,7.88,516.0,9.0,0.4,280.0,32.0,314.0,2022-09-01,93.85485714285714
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
2.8,7.34,920.0,9.2,0.88,280.0,58.0,562.0,2022-09-01,121.66361904761906
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
0.3,7.65,2122.0,22.0,5.16,280.0,238.0,1224.0,2022-09-01,301.9900952380953
3.0,7.08,620.0,6.6,0.4,280.0,44.0,360.0,2022-09-01,87.6657142857143
3.2,7.88,1155.0,8.0,1.13,280.0,79.0,728.0,2022-09-01,143.57685714285714
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
2.8,7.77,1323.0,13.0,0.72,280.0,112.0,822.0,2022-09-01,153.83266666666668
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
3.0,7.75,1106.0,14.0,1.54,280.0,71.0,696.0,2022-09-01,157.03657142857145
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
3.2,7.46,909.0,8.0,0.58,280.0,54.0,544.0,2022-09-01,113.63485714285714
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
3.0,7.44,709.0,14.0,0.83,280.0,43.0,438.0,2022-09-01,115.33209523809522
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
2.6,7.38,1482.0,11.0,1.08,280.0,118.0,934.0,2022-09-01,167.62914285714285
2.6,7.35,1720.0,12.5,1.78,280.0,182.0,1066.0,2022-09-01,201.45133333333334
1.2,7.9,1128.0,7.5,1.72,280.0,76.0,676.0,2022-09-01,145.39561904761905
2.0,8.25,1054.0,5.5,1.38,280.0,87.0,642.0,2022-09-01,134.66361904761902
2.0,7.62,1098.0,13.0,2.05,280.0,69.0,692.0,2022-09-01,162.04028571428572
1.2,7.43,1242.0,12.0,3.62,280.0,85.0,782.0,2022-09-01,199.19504761904764
0.3,7.8,1448.0,18.0,2.61,280.0,98.0,884.0,2022-09-01,199.03914285714285
1.2,7.56,1152.0,14.0,1.32,280.0,80.0,692.0,2022-09-01,149.0293333333333
3.6,7.6,488.0,8.0,0.4,280.0,25.0,298.0,2022-09-01,84.09685714285715
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
3.4,7.51,964.0,1.0,1.74,280.0,69.0,596.0,2022-09-01,131.35942857142857
2.8,7.22,767.0,15.0,1.12,280.0,44.0,468.0,2022-09-01,125.24304761904762
3.4,8.22,832.0,7.4,0.46,280.0,55.0,506.0,2022-09-01,107.69514285714288
3.0,7.33,784.0,12.0,1.32,280.0,49.0,470.0,2022-09-01,126.0952380952381
3.2,7.42,502.0,12.0,0.4,280.0,25.0,322.0,2022-09-01,90.69933333333334
4.2,8.52,544.0,8.0,0.48,280.0,30.0,344.0,2022-09-01,93.1672380952381
0.3,7.4,1131.0,10.0,0.4,280.0,81.0,712.0,2022-09-01,121.73790476190476
2.8,7.51,804.0,8.0,1.12,280.0,49.0,506.0,2022-09-01,117.80609523809522
3.0,7.61,1189.0,8.8,1.48,280.0,75.0,736.0,2022-09-01,152.1832380952381
2.3,7.68,1142.0,14.0,1.78,280.0,78.0,696.0,2022-09-01,161.29323809523808
2.0,7.41,802.0,10.0,0.46,280.0,41.0,512.0,2022-09-01,105.20361904761906
3.0,7.59,980.0,12.0,2.52,280.0,62.0,612.0,2022-09-01,164.50314285714285
3.0,7.42,744.0,8.8,1.02,280.0,36.0,478.0,2022-09-01,113.51733333333334
1.2,8.61,1685.0,12.0,2.46,280.0,162.0,1062.0,2022-09-01,209.90599999999998
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
2.8,7.59,832.0,10.0,0.4,280.0,72.0,508.0,2022-09-01,108.91114285714288
3.3,8.13,418.0,8.0,0.4,280.0,14.0,258.0,2022-09-01,79.27638095238096
2.2,7.71,888.0,12.0,1.78,280.0,61.0,521.0,2022-09-01,140.14038095238095
2.0,7.59,933.0,10.2,0.58,280.0,58.0,560.0,2022-09-01,115.72714285714287
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
2.8,7.37,889.0,10.0,0.81,280.0,56.0,544.0,2022-09-01,119.59342857142859
0.3,7.46,989.0,13.0,2.84,280.0,55.0,620.0,2022-09-01,164.98285714285714
2.2,7.82,1038.0,15.0,1.12,280.0,66.0,645.0,2022-09-01,143.11523809523808
0.3,7.89,1246.0,14.0,0.56,280.0,105.0,772.0,2022-09-01,140.0212380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
3.8,8.43,597.0,8.0,0.4,280.0,39.0,370.0,2022-09-01,93.75714285714287
0.3,7.28,1200.0,14.0,2.48,280.0,79.0,714.0,2022-09-01,171.84533333333334
1.3,7.85,1633.0,16.0,2.12,280.0,236.0,978.0,2022-09-01,206.52971428571428
1.2,7.36,648.0,14.0,0.4,280.0,37.0,396.0,2022-09-01,97.15704761904763
2.0,7.49,1346.0,16.0,2.56,280.0,117.0,822.0,2022-09-01,193.74266666666665
0.3,7.7,1637.0,14.0,4.02,280.0,48.0,998.0,2022-09-01,229.95399999999998
3.2,8.33,488.0,8.8,0.4,280.0,30.0,288.0,2022-09-01,85.16066666666666
2.2,7.31,1128.0,18.0,1.58,280.0,75.0,688.0,2022-09-01,161.82780952380952
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-09-01,132.91828571428573
2.2,7.89,1331.0,12.0,2.14,280.0,118.0,812.0,2022-09-01,179.20790476190476
0.3,7.73,1138.0,9.6,1.38,280.0,89.0,716.0,2022-09-01,142.04180952380952
6.8,8.04,1096.0,3.2,0.4,199.95,67.0,473.06,2023-09-01,114.27616571428571
6.9,7.56,1096.0,3.6,0.4,209.96,50.0,378.2,2023-09-01,109.37559999999999
6.8,8.09,1096.0,2.6,0.4,164.96,35.0,314.0,2023-09-01,102.99352380952381
6.9,7.44,1096.0,4.3,0.4,140.0,25.0,251.72,2023-09-01,100.65398857142857
6.2,8.1,1096.0,6.0,0.4,92.0,39.0,246.0,2023-09-01,101.25323809523809
6.2,7.99,1096.0,7.0,0.4,120.0,16.0,252.0,2023-09-01,102.75171428571429
5.8,9.93,1096.0,18.0,0.4,195.0,63.0,510.0,2023-09-01,139.50095238095238
6.0,7.87,1096.0,6.0,0.4,110.0,28.0,274.0,2023-09-01,101.71914285714286
6.2,7.46,1096.0,6.0,0.4,130.0,36.0,276.0,2023-09-01,102.80419047619047
6.0,7.64,1096.0,8.0,0.4,130.0,35.0,278.0,2023-09-01,105.76638095238096
6.1,7.35,1096.0,6.0,0.4,135.0,38.0,324.0,2023-09-01,104.91866666666665
6.2,7.84,1096.0,5.0,0.4,110.0,30.0,258.0,2023-09-01,99.97066666666667
6.3,7.99,1096.0,5.0,0.4,145.0,12.0,268.0,2023-09-01,101.23638095238097
6.1,7.64,1096.0,4.0,0.4,95.0,12.0,170.0,2023-09-01,92.14904761904764
6.2,7.65,1096.0,6.0,0.4,80.0,8.0,144.0,2023-09-01,93.70009523809523
6.1,7.51,1096.0,5.0,0.4,80.0,10.0,154.0,2023-09-01,92.17676190476189
6.1,7.71,1096.0,4.0,0.4,76.0,10.0,142.0,2023-09-01,90.18171428571429
6.2,7.63,1096.0,6.0,0.4,78.0,13.0,158.0,2023-09-01,94.524
6.1,7.79,1096.0,6.0,0.4,105.0,31.0,262.0,2023-09-01,101.28409523809525
4.4,7.28,1096.0,8.0,0.4,120.0,34.0,306.0,2023-09-01,101.62800000000001
6.0,7.32,1096.0,6.0,0.4,100.0,36.0,268.0,2023-09-01,100.63352380952382
3.5,8.57,1096.0,18.0,0.4,220.0,48.0,467.0,2023-09-01,128.86647619047616
5.3,7.63,1096.0,3.0,0.4,120.0,32.0,280.0,2023-09-01,95.38000000000002
6.8,8.1,1096.0,4.6,0.4,169.95,30.0,368.28,2023-09-01,108.73101142857142
6.8,7.5,1096.0,3.2,0.4,190.0,47.92,388.74,2023-09-01,108.09456761904764
6.1,7.01,1096.0,3.3,0.4,225.0,56.0,391.84,2023-09-01,107.22070095238094
6.4,7.12,1096.0,3.5,0.4,297.88,80.0,536.3,2023-09-01,119.12697142857145
6.1,7.23,1096.0,3.3,0.4,460.0,90.0,760.12,2023-09-01,134.77718857142858
5.2,6.85,1096.0,4.2,0.4,405.19,94.0,765.7,2023-09-01,131.7108857142857
6.6,7.33,1096.0,3.1,0.4,310.0,78.0,617.52,2023-09-01,123.5861980952381
6.2,7.49,1096.0,8.0,0.4,55.0,12.0,112.0,2023-09-01,94.47933333333334
6.1,7.85,1096.0,5.0,0.4,175.0,52.0,458.0,2023-09-01,112.5697142857143
6.0,7.88,1096.0,6.0,0.4,140.0,32.0,340.0,2023-09-01,106.10285714285715
6.2,7.45,1096.0,8.0,0.4,168.0,72.0,510.0,2023-09-01,120.28714285714285
6.2,7.4,1096.0,9.0,0.4,155.0,74.0,496.0,2023-09-01,120.8032380952381
6.2,7.52,1096.0,10.0,0.4,150.0,76.0,498.0,2023-09-01,122.62114285714286
6.9,7.84,1096.0,3.2,0.4,259.93,69.0,556.14,2023-09-01,120.33238666666668
6.3,7.7,1096.0,3.3,0.4,239.95,55.35,561.1,2023-09-01,117.46196666666665
6.2,7.46,1096.0,3.3,0.4,309.93,79.0,714.86,2023-09-01,127.69713714285716
6.9,7.32,1096.0,3.5,0.4,229.94,52.0,517.08,2023-09-01,116.27069714285716
6.0,7.79,1096.0,6.0,0.4,125.0,38.0,314.0,2023-09-01,104.51342857142856
5.2,7.76,1096.0,8.0,0.4,135.0,33.0,320.0,2023-09-01,105.7709523809524
6.8,7.31,1096.0,3.3,0.4,225.0,59.0,528.24,2023-09-01,116.37266285714286
6.8,7.41,1096.0,3.1,0.4,274.92,61.0,649.76,2023-09-01,123.8067657142857
6.8,7.43,1096.0,3.2,0.4,315.0,81.0,714.24,2023-09-01,129.42923428571427
3.0,7.06,1096.0,9.8,0.4,110.0,26.0,230.0,2023-09-01,95.81428571428572
1.1,7.55,1096.0,10.5,0.4,150.0,69.0,482.0,2023-09-01,107.90028571428572
0.3,6.94,1096.0,11.6,0.4,240.0,96.0,710.0,2023-09-01,121.72904761904763
0.3,6.96,1096.0,9.5,0.4,335.0,142.0,1028.0,2023-09-01,139.13114285714286
0.3,7.02,1096.0,12.0,0.4,240.0,82.0,680.0,2023-09-01,120.35476190476193
0.3,6.98,1096.0,8.0,0.4,240.0,58.0,702.0,2023-09-01,113.74790476190478
1.0,6.95,1096.0,10.0,0.4,175.0,78.0,680.0,2023-09-01,116.6614285714286
6.8,6.94,1096.0,4.2,0.4,345.0,91.0,635.5,2023-09-01,127.97971428571428
6.9,6.91,1096.0,6.3,0.4,305.0,85.0,718.58,2023-09-01,133.93041142857143
7.1,8.06,1096.0,6.4,0.4,394.61,88.0,792.98,2023-09-01,143.17242095238097
7.1,7.66,1096.0,3.6,0.4,350.0,85.0,753.92,2023-09-01,134.55196952380953
6.4,7.49,1096.0,3.2,0.4,355.0,82.0,719.2,2023-09-01,130.01160000000002
6.1,7.05,1096.0,3.3,0.4,165.0,28.0,314.0,2023-09-01,100.14723809523811
6.2,7.84,1096.0,5.0,0.4,82.0,12.0,150.0,2023-09-01,92.95333333333333
6.0,7.52,1096.0,8.5,0.4,310.0,55.0,796.08,2023-09-01,138.24564952380953
0.3,7.13,1096.0,16.0,0.4,460.0,186.0,1520.0,2023-09-01,179.78095238095239
4.6,7.12,1096.0,40.6,0.4,1350.0,90.0,1794.9,2023-09-01,269.3704380952381
5.9,7.5,1096.0,8.2,0.4,375.0,76.0,833.9,2023-09-01,142.4829142857143
6.5,7.21,1096.0,7.2,0.4,460.19,85.0,809.1,2023-09-01,144.22646666666668
5.5,7.98,1096.0,10.3,0.4,960.0,116.0,1851.94,2023-09-01,215.8297866666667
6.1,8.25,1096.0,9.4,0.4,695.0,102.0,1231.94,2023-09-01,177.22073904761905
5.8,8.39,1096.0,7.2,0.4,314.92,62.0,605.12,2023-09-01,128.31404571428573
6.8,7.95,1096.0,6.3,0.4,470.0,79.0,986.42,2023-09-01,153.3376838095238
7.0,8.0,1096.0,5.9,0.4,364.03,78.0,776.86,2023-09-01,139.70170857142858
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
6.2,7.71,1096.0,2.8,0.4,145.0,28.0,318.0,2023-09-01,100.19304761904762
6.1,7.72,1096.0,6.6,0.4,175.0,28.0,352.0,2023-09-01,108.63742857142857
2.0,6.89,1096.0,7.2,0.4,245.0,52.0,510.0,2023-09-01,107.79380952380953
4.2,7.31,1096.0,5.8,0.4,340.0,157.0,1012.0,2023-09-01,144.95980952380953
0.3,6.98,1096.0,10.0,0.4,190.0,69.0,586.0,2023-09-01,110.26323809523811
1.0,7.15,1096.0,19.0,0.4,255.0,132.0,752.0,2023-09-01,140.19838095238094
6.5,7.96,1096.0,5.4,0.4,365.0,71.0,788.02,2023-09-01,137.6401980952381
6.0,7.53,1096.0,8.0,0.4,70.0,14.0,154.0,2023-09-01,96.5915238095238
6.0,7.86,1096.0,8.0,0.4,80.0,28.0,194.0,2023-09-01,100.06342857142857
4.0,8.05,1096.0,4.0,0.4,120.0,12.0,262.0,2023-09-01,92.09266666666667
6.0,7.65,1096.0,7.0,0.4,95.0,24.0,222.0,2023-09-01,99.77742857142856
0.3,8.19,1096.0,6.0,0.4,152.0,30.0,420.0,2023-09-01,94.57999999999998
0.3,6.78,1096.0,14.0,0.4,300.0,106.0,860.0,2023-09-01,135.01761904761906
0.3,8.21,1096.0,12.0,0.4,280.0,76.0,902.0,2023-09-01,133.91409523809529
5.2,6.99,1096.0,10.0,0.4,160.0,52.0,414.0,2023-09-01,114.05628571428572
5.1,7.05,1096.0,12.0,0.4,200.0,44.0,508.0,2023-09-01,122.51257142857143
0.3,6.96,1096.0,12.0,0.4,216.0,82.0,538.0,2023-09-01,112.6444761904762
6.8,7.74,1096.0,8.6,0.4,780.0,155.0,1413.6,2023-09-01,191.32565714285715
6.9,7.72,1096.0,6.2,0.4,345.0,61.0,618.76,2023-09-01,130.38524190476187
6.7,7.68,1096.0,3.9,0.4,250.0,49.0,386.26,2023-09-01,111.14905142857143
3.4,7.14,1096.0,10.0,0.4,255.0,88.0,686.0,2023-09-01,127.21466666666667
7.0,6.74,1096.0,11.0,0.4,605.0,69.0,1337.34,2023-09-01,180.3670819047619
7.1,7.32,1096.0,9.0,0.4,350.0,59.0,735.32,2023-09-01,140.46488380952383
6.9,7.21,1096.0,4.3,0.4,330.0,38.0,678.9,2023-09-01,127.78053333333332
7.1,7.36,1096.0,3.9,0.4,515.0,89.0,1001.3,2023-09-01,152.13478095238096
6.5,7.14,1096.0,3.8,0.4,550.0,125.0,1040.36,2023-09-01,154.77061333333333
3.2,8.16,1096.0,6.0,0.4,155.0,36.0,336.0,2023-09-01,99.11752380952382
1.0,7.11,1096.0,8.0,0.4,220.0,42.0,540.0,2023-09-01,106.69285714285715
0.3,7.06,1096.0,20.0,0.4,284.0,112.0,734.0,2023-09-01,138.77628571428573
0.3,8.27,1096.0,12.0,0.4,172.0,56.0,448.0,2023-09-01,107.61638095238098
6.9,6.71,1096.0,3.6,0.4,130.0,20.0,228.78,2023-09-01,96.70239238095238
7.1,7.22,1096.0,3.3,0.4,260.0,38.0,451.98,2023-09-01,113.53742095238096
0.3,7.05,1096.0,18.0,0.4,305.0,164.0,872.0,2023-09-01,145.48457142857143
2.8,7.29,1096.0,7.0,0.4,180.0,52.0,456.0,2023-09-01,105.61038095238095
6.2,7.14,1096.0,3.0,0.4,55.0,8.0,78.0,2023-09-01,84.09733333333335
6.0,7.53,1096.0,6.0,0.4,60.0,6.0,102.0,2023-09-01,90.16219047619047
0.3,7.49,1096.0,10.0,0.4,230.0,60.0,580.0,2023-09-01,111.66
6.5,6.88,1096.0,3.3,0.4,159.97,32.0,337.9,2023-09-01,102.1929619047619
1.0,6.59,1096.0,12.0,0.4,260.0,62.0,710.0,2023-09-01,122.76904761904763
1.8,6.93,1096.0,11.8,0.4,185.0,58.0,616.0,2023-09-01,118.038
0.3,6.97,1096.0,9.2,0.4,235.0,102.0,810.0,2023-09-01,122.86952380952383
0.3,7.34,1096.0,15.0,0.4,305.0,68.0,722.0,2023-09-01,129.14028571428574
0.3,7.83,1096.0,8.8,0.4,265.0,64.0,708.0,2023-09-01,117.78495238095239
3.3,7.05,1096.0,8.0,0.4,105.0,26.0,192.0,2023-09-01,91.77790476190478
0.9,7.52,1096.0,9.2,0.4,195.0,60.0,516.0,2023-09-01,107.88847619047618
0.9,7.75,1096.0,6.0,0.4,245.0,42.0,510.0,2023-09-01,103.60857142857142
3.8,6.86,1096.0,12.0,0.4,185.0,72.0,480.0,2023-09-01,118.08666666666667
2.0,7.17,1096.0,18.0,0.4,362.0,156.0,860.0,2023-09-01,151.41380952380953
0.3,7.23,1096.0,9.8,0.4,285.0,88.0,830.0,2023-09-01,126.16476190476189
0.3,6.95,1096.0,12.0,0.4,375.0,128.0,1028.0,2023-09-01,143.74876190476192
2.0,7.1,1096.0,11.6,0.4,180.0,63.0,632.0,2023-09-01,119.40314285714287
3.2,6.71,1096.0,6.8,0.4,110.0,52.0,320.0,2023-09-01,96.65095238095238
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
6.3,7.81,1096.0,4.1,0.4,260.0,34.0,512.12,2023-09-01,116.16461714285715
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
0.3,7.63,1096.0,16.0,0.4,352.0,116.0,928.0,2023-09-01,145.05066666666667
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
0.3,6.87,1096.0,8.0,0.4,186.0,70.0,444.0,2023-09-01,99.99104761904763
3.0,6.96,1096.0,7.3,0.4,135.0,58.0,386.0,2023-09-01,101.5784761904762
2.8,6.85,1096.0,5.6,0.4,180.0,62.0,452.0,2023-09-01,102.98695238095239
2.0,7.05,1096.0,10.0,0.4,175.0,76.0,456.0,2023-09-01,108.79990476190477
5.2,7.06,1096.0,6.2,0.4,120.0,56.0,326.0,2023-09-01,102.72895238095239
2.3,8.19,1096.0,18.0,0.4,266.0,52.0,634.0,2023-09-01,134.61866666666666
0.3,6.98,1096.0,10.0,0.4,204.0,58.0,560.0,2023-09-01,108.93190476190478
0.3,6.95,1096.0,24.0,0.4,288.0,112.0,728.0,2023-09-01,144.84876190476191
2.4,6.89,1096.0,17.0,0.4,370.0,145.0,1022.0,2023-09-01,157.99980952380955
2.0,7.71,1096.0,9.0,0.4,150.0,24.0,390.0,2023-09-01,101.6357142857143
5.9,6.72,1096.0,3.9,0.4,185.0,21.0,326.74,2023-09-01,100.95018666666668
5.8,6.96,1096.0,3.2,0.4,295.0,62.0,608.84,2023-09-01,119.18146285714289
5.7,6.74,1096.0,3.4,0.4,260.0,40.0,561.1,2023-09-01,114.31422857142859
6.1,6.65,1096.0,4.3,0.4,300.0,50.0,532.58,2023-09-01,117.21050666666667
1.2,6.96,1096.0,15.0,0.4,128.0,54.0,338.0,2023-09-01,106.06114285714287
0.3,8.42,1096.0,6.0,0.4,225.0,76.0,596.0,2023-09-01,108.12276190476192
0.3,7.06,1096.0,10.0,0.4,320.0,128.0,846.0,2023-09-01,130.1522857142857
0.3,6.86,1096.0,22.0,0.4,218.0,86.0,558.0,2023-09-01,129.71400000000003
0.3,7.06,1096.0,18.0,0.4,182.0,62.0,466.0,2023-09-01,116.81228571428572
0.3,6.54,1096.0,13.0,0.4,78.0,38.0,196.0,2023-09-01,90.36847619047622
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
0.9,6.96,1096.0,12.0,0.4,228.0,65.0,598.0,2023-09-01,116.77447619047621
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
4.3,6.92,1096.0,9.0,0.4,140.0,40.0,358.0,2023-09-01,105.84161904761903
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
1.4,8.75,1096.0,17.0,0.4,175.0,62.0,460.0,2023-09-01,120.46333333333334
3.8,7.32,1096.0,46.4,0.4,284.0,61.0,563.0,2023-09-01,180.58352380952383
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
0.3,6.86,1096.0,6.0,0.4,140.0,54.0,370.0,2023-09-01,90.88999999999999
0.3,7.09,1096.0,15.0,0.4,350.0,68.0,818.0,2023-09-01,134.85542857142855
3.3,6.79,1096.0,10.0,0.4,156.0,32.0,398.0,2023-09-01,106.45733333333337
0.3,7.83,1096.0,1.8,0.4,292.0,109.0,768.0,2023-09-01,112.61495238095239
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
0.3,6.8,1096.0,14.0,0.4,235.0,64.0,576.0,2023-09-01,117.15038095238097
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
1.2,7.85,1096.0,14.0,0.4,252.0,102.0,668.0,2023-09-01,128.23304761904762
1.2,7.74,1096.0,13.0,0.4,246.0,98.0,680.0,2023-09-01,126.63619047619048
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
0.3,7.12,1096.0,21.0,0.4,205.0,98.0,726.0,2023-09-01,136.7532380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
4.2,6.91,1096.0,14.0,0.4,284.0,72.0,748.0,2023-09-01,138.66257142857143
0.3,6.96,1096.0,8.0,0.4,352.0,122.0,856.0,2023-09-01,128.0418095238095
0.3,7.22,1096.0,23.0,0.4,276.0,110.0,722.0,2023-09-01,142.8850476190476
0.3,6.92,1096.0,15.0,0.4,256.0,73.0,658.0,2023-09-01,124.02495238095239
0.3,6.22,1096.0,8.0,0.4,226.0,68.0,612.0,2023-09-01,108.26695238095239
0.3,6.77,1096.0,12.0,0.4,140.0,66.0,430.0,2023-09-01,103.82857142857145
0.3,7.04,1096.0,15.0,0.4,195.0,92.0,602.0,2023-09-01,120.44219047619049
5.4,6.94,1096.0,6.0,0.4,110.0,30.0,300.0,2023-09-01,99.90571428571428
4.6,6.49,1096.0,6.0,0.4,94.0,30.0,234.0,2023-09-01,93.23057142857142
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
1.2,8.06,1096.0,9.0,0.4,230.0,52.0,558.0,2023-09-01,112.0497142857143
0.3,7.15,1096.0,13.0,0.4,180.0,88.0,442.0,2023-09-01,109.03504761904763
4.4,7.12,1096.0,28.0,0.4,96.0,38.0,238.0,2023-09-01,129.51257142857142
2.3,7.16,1096.0,26.0,0.4,146.0,44.0,362.0,2023-09-01,128.34409523809524
3.4,6.78,1096.0,16.0,0.4,188.0,54.0,472.0,2023-09-01,122.04361904761905
2.2,6.66,1096.0,22.0,0.4,86.0,19.0,204.0,2023-09-01,110.04104761904763
2.6,7.06,1096.0,11.0,0.4,130.0,52.0,342.0,2023-09-01,103.94361904761907
0.3,6.9,1096.0,28.0,0.4,202.0,71.0,514.0,2023-09-01,135.98152380952382
1.15,6.9,1096.0,13.0,0.4,174.0,66.0,452.0,2023-09-01,110.23052380952383
0.8,6.75,1096.0,24.0,0.4,232.0,78.0,582.0,2023-09-01,135.37647619047618
1.5,6.94,1096.0,20.0,0.4,180.0,62.0,462.0,2023-09-01,122.96504761904762
0.3,6.79,1096.0,12.0,0.4,148.0,54.0,376.0,2023-09-01,100.93466666666669
0.3,7.12,1096.0,13.0,0.4,245.0,58.0,486.0,2023-09-01,111.76657142857142
2.2,6.76,1096.0,11.0,0.4,116.0,48.0,290.0,2023-09-01,99.17619047619048
0.3,7.09,1096.0,12.0,0.4,240.0,96.0,738.0,2023-09-01,123.94876190476194
0.3,7.21,1096.0,17.0,0.4,195.0,94.0,652.0,2023-09-01,126.40933333333334
2.0,7.31,1096.0,17.0,0.4,248.0,102.0,638.0,2023-09-01,132.87780952380953
4.7,6.63,1096.0,10.0,0.4,142.0,54.0,340.0,2023-09-01,108.02190476190476
0.3,6.89,1096.0,26.0,0.4,176.0,60.0,438.0,2023-09-01,127.70114285714287
5.9,6.79,1096.0,16.0,0.4,40.0,12.0,104.0,2023-09-01,104.44533333333335
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
1.1,6.77,1096.0,17.0,0.4,160.0,48.0,418.0,2023-09-01,113.28590476190476
0.3,6.85,1096.0,22.0,0.4,166.0,63.0,454.0,2023-09-01,121.82295238095237
0.3,6.94,1096.0,18.0,0.4,246.0,82.0,644.0,2023-09-01,128.30104761904764
2.2,6.89,1096.0,20.0,0.4,210.0,82.0,672.0,2023-09-01,136.94980952380953
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
5.0,6.71,1096.0,14.0,0.4,140.0,48.0,366.0,2023-09-01,116.27895238095238
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2023-09-01,132.91828571428573
2.6,7.16,1096.0,10.0,0.4,446.0,138.0,1148.0,2023-09-01,156.02209523809526
2.1,7.06,1096.0,13.0,0.4,332.0,96.0,884.0,2023-09-01,140.67628571428574
0.3,7.13,1096.0,14.0,0.4,240.0,91.0,720.0,2023-09-01,126.09761904761905
2.8,7.18,1096.0,13.0,0.4,275.0,104.0,814.0,2023-09-01,137.98819047619045
5.9,7.08,1096.0,10.0,0.4,160.0,22.0,322.0,2023-09-01,110.26504761904764
2.2,7.06,1096.0,15.0,0.4,304.0,120.0,728.0,2023-09-01,136.9382857142857
3.6,7.07,1096.0,38.7,0.4,400.0,172.0,896.0,2023-09-01,192.7046666666667
2.0,7.04,1096.0,10.0,0.4,295.0,98.0,834.0,2023-09-01,132.02819047619047
3.0,7.04,1096.0,18.0,0.4,255.0,70.0,750.0,2023-09-01,140.89619047619047
7.0,7.12,670.0,2.6,0.4,232.0,32.0,408.0,2024-09-01,94.43257142857144
6.8,7.13,580.0,2.0,0.4,208.0,40.0,360.0,2024-09-01,87.21761904761904
7.2,6.82,410.0,3.5,0.4,152.0,30.0,260.0,2024-09-01,77.4304761904762
6.8,7.65,472.0,3.0,0.4,160.0,32.0,300.0,2024-09-01,81.15476190476191
